f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp
Vaishnavi,d'Acierno,M,620,634-1094,OLATHE,KS,66062,M,N,70000,6.45,0,4500,0
Arivind,O'Young,F,301,223-8802,TAYLORS ISLAND,MD,21669,M,N,85000,4.75,0,4800,0
Eliane,Zhil'tzova,F,574,878-5797,STOCKWELL,IN,47983,S,Y,55000,3.4,1000,0,1000
Ilyong,O'Hallaron,M,224,186-6027,WELDON,IL,61882,S,N,45000,3,2000,0,0
Xiaohan,Vorc'h,F,412,103-7631,TELFORD,PA,18969,M,N,100000,3.07,0,0,0
Kijoo,O'Riordan,M,717,670-1619,HOLTWOOD,PA,17532,S,N,10000,3.07,0,0,0
Nick,d'Acierno,M,703,739-1334,VANSANT,VA,24656,M,Y,45000,5.75,0,1800,900
Mugo,N'Dong,F,603,293-1319,JEFFERSON,NH,3583,S,Y,85000,0,0,0,0
Achim,D'Ambra,M,646,938-8484,SCHOHARIE,NY,12157,S,Y,30000,4.127439,0,0,1000
Arlindo,O'Callaghan,F,860,363-2937,HARTFORD,CT,6143,M,N,20000,5,0,24500,0
Gur,Give'on,M,304,870-4263,SLANESVILLE,WV,25444,M,N,85000,6.5,0,4000,0
Case,O'Cinneide,M,206,234-4119,LONGBRANCH,WA,98351,M,Y,70000,0,0,0,0
Satinder,O'Reagan,F,585,275-3769,MONTROSE,NY,10548,S,N,5000,4,0,0,0
Honesty,d'Abreu,F,870,198-6995,ROYAL,AR,71968,M,Y,45000,7,0,40,20
Djamal,O'Cinneide,M,769,278-3956,CLARKSDALE,MS,38614,S,Y,55000,5,6000,0,1500
Yigit,Ugol'nikov,M,541,928-1882,CULVER,OR,97734,M,N,55000,9,0,318,0
Thierry,D'Agostino,M,270,642-2422,WEST PADUCAH,KY,42086,M,Y,35000,3.7777777,0,40,20
Hiroko,D'Aloisi,F,406,208-9029,LIMA,MT,59739,S,Y,95000,6.9,1900,0,1900
Yosuke,Acil'diev,F,276,680-1827,SUSSEX,VA,23884,M,N,20000,5.75,0,1800,0
Atsuyuki,D'Aloisi,F,949,229-1630,SAN FRANCISCO,CA,94110,S,N,55000,9.3,87,0,0
Shelly,L'Excellent,F,718,659-9923,SPARROW BUSH,NY,12780,S,Y,90000,4.475,0,0,1000
Leysia,O'Callaghan,M,812,799-6825,EATON,IN,47338,M,Y,85000,3.4,0,2000,1000
Yasuaki,D'Silva,M,603,581-8284,HINSDALE,NH,3451,S,N,90000,0,0,0,0
Juei,O'Halloran,M,505,914-6036,BENT,NM,88314,S,N,45000,5.3,3300,0,0
Oscar,O'Dunlaing,F,702,167-5592,GOLDFIELD,NV,89013,M,Y,50000,0,0,0,0
Adamantios,D'Hooge,M,901,481-9086,SMYRNA,TN,37167,M,Y,85000,0,0,0,0
Nirmal,L'Ecuyer,F,702,416-9597,LAS VEGAS,NV,89120,M,Y,35000,0,0,0,0
Tanel,D'Hont,M,740,483-9422,EAST LIBERTY,OH,43319,M,N,65000,2.7036924,0,2600,0
Michelene,Ugol'nikov,F,864,996-2521,LAKE CITY,SC,29560,S,N,45000,7,3300,0,0
Weicong,D'Hondt,M,702,103-4701,NORTH LAS VEGAS,NV,89036,S,N,15000,0,0,0,0
Seokwon,d'Argence,M,601,496-3149,POPLARVILLE,MS,39470,S,N,20000,5,6000,0,0
Denzil,D'Auria,M,252,827-9841,HILLSBOROUGH,NC,27278,S,N,100000,7.8304195,3300,0,0
Kuo,N'Dong,F,580,265-2889,ENID,OK,73706,S,Y,70000,6.25,1000,0,1000
Kenta,D'Hooge,M,605,301-5456,OACOMA,SD,57365,M,Y,40000,0,0,0,0
Ulric,L'Ecuyer,M,303,968-3868,PLATTEVILLE,CO,80651,M,Y,35000,4.63,0,0,0
Jihad,d'Inverno,F,775,232-2535,GARDNERVILLE,NV,89410,M,N,100000,0,0,0,0
Nicoletta,D'Silva,M,907,853-8522,SAINT GEORGE ISLAND,AK,99591,M,Y,20000,0,0,0,0
Ward,d'Argence,F,773,109-7886,SPRINGFIELD,IL,62769,S,N,10000,3,2000,0,0
Keri,L'Excellent,M,662,606-4251,JACKSON,MS,39289,S,Y,90000,5,6000,0,1500
Brock,Acil'diev,F,518,279-8540,BROOKLYN,NY,11201,S,N,50000,4.243293,0,0,0
Jenwei,d'Abreu,F,603,928-4744,NEW HAMPTON,NH,3256,S,Y,95000,0,0,0,0
Moiez,L'Ecuyer,M,802,547-3212,CRAFTSBURY,VT,5826,M,N,35000,3.7014668,0,6600,0
Mojmir,L'Ecuyer,F,718,210-8900,ROCHESTER,NY,14607,M,N,10000,4.011585,0,0,0
Deepika,O'Reagan,M,605,940-6861,CANOVA,SD,57321,M,Y,100000,0,0,0,0
Verlyn,d'Abreu,F,832,630-5904,BEASLEY,TX,77417,S,N,35000,0,0,0,0
Nigel,O'Halloran,F,219,828-8546,GREENTOWN,IN,46936,S,Y,85000,3.4,1000,0,1000
Alfio,L'Excellent,M,740,959-6823,OLMSTED FALLS,OH,44138,M,Y,65000,2.7036924,0,2600,1300
Kriton,O'Riordan,M,775,395-3599,RENO,NV,89510,S,N,55000,0,0,0,0
Jakov,d'Alcantara,F,203,501-4285,BRIDGEPORT,CT,6650,S,Y,25000,5,12750,0,0
Deborah,Narin'ani,M,505,119-2099,SAN PATRICIO,NM,88348,M,N,95000,5.3,0,6600,0
Yana,Acil'diev,F,207,549-9145,PEMAQUID,ME,4558,S,Y,60000,8.5,2850,0,2850
Msaki,O'Neill,F,808,769-9672,PEPEEKEO,HI,96783,S,N,95000,8.25,1040,0,0
Nieves,N'Dong,F,802,868-2164,WEST HARTFORD,VT,5084,M,N,45000,3.9004214,0,6600,0
Papa,O'Cinneide,F,989,419-7051,WHITTAKER,MI,48190,M,Y,10000,3.9,0,6200,3100
Manvinder,Vorc'h,F,314,850-4668,BRAGG CITY,MO,63827,M,Y,35000,6,0,4200,1200
Fred,O'Young,F,727,339-3198,DAYTONA BEACH,FL,32126,S,N,45000,0,0,0,0
Hanspeter,d'Abreu,M,808,689-7864,HONOLULU,HI,96840,M,N,30000,6.447368,0,2080,0
Celine,Zhil'tzova,M,616,654-3339,LANSING,MI,48917,S,Y,80000,3.9,3100,0,3100
Cay,O'Neill,M,443,615-2279,DEALE,MD,20751,S,N,60000,4.75,2400,0,0
Shianyow,O'Young,M,802,721-3511,JACKSONVILLE,VT,5342,M,N,70000,4.397808,0,6600,0
Yana,O'Callaghan,F,208,562-5562,SAGLE,ID,83860,S,N,20000,6.948391,3300,0,0
Amalendu,d'Astous,F,401,427-4534,PROVIDENCE,RI,2905,M,Y,10000,0,0,0,0
Kou,d'Alcantara,M,775,835-3516,LAS VEGAS,NV,89165,M,Y,20000,0,0,0,0
Sanna,Vorc'h,F,863,799-1981,SUMATRA,FL,32335,S,N,20000,0,0,0,0
Zhiliang,D'Auria,F,802,758-7561,MONTPELIER,VT,5604,S,N,30000,3.6019895,3300,0,0
Liliane,D'Auria,F,802,153-3309,FRANKLIN,VT,5457,M,Y,5000,3.6,0,6600,3300
Mostefa,Ugol'nikov,M,309,568-8992,ROLLING MEADOWS,IL,60008,S,N,90000,3,2000,0,0
Youngkon,d'Inverno,F,318,601-8012,BATON ROUGE,LA,70805,S,N,10000,2,4500,0,0
Xuerong,D'Silva,M,918,115-2370,LEON,OK,73441,S,N,15000,6.25,1000,0,0
Shoaib,Khedr,F,573,108-9947,BARING,MO,63531,S,N,70000,6,2100,0,0
Jindong,Bernardinello,M,808,458-9467,HONOKAA,HI,96727,M,Y,80000,8.25,0,2080,1040
Valentino,Diz,F,339,759-1156,BRANT ROCK,MA,2020,M,N,100000,5.3,0,7150,0
Sethu,Silly,M,808,541-1211,LAIE,HI,96762,M,N,55000,8.25,0,2080,0
Shlomit,Zahar,F,408,791-4829,STOCKTON,CA,95209,M,Y,55000,9.3,0,174,272
Lulu,Pesch,M,414,124-6585,MINDORO,WI,54644,S,Y,95000,6.097042,700,0,400
Taizo,Cliff,F,435,580-9033,SALT LAKE CITY,UT,84157,S,N,50000,7,2475,0,0
Gui,Karunanithi,F,907,513-4945,KETCHIKAN,AK,99901,M,N,85000,0,0,0,0
Gerge,Mikus,M,208,944-8500,CALDWELL,ID,83606,S,N,85000,7.8,3300,0,0
Chutimet,Lichtman,F,308,922-9459,OMAHA,NE,68134,M,Y,20000,5.685643,0,206,103
Qingyu,Simon,F,802,548-7951,COLCHESTER,VT,5449,M,Y,25000,3.6,0,6600,3300
Etsuko,Woof,M,580,471-5208,GRAHAM,OK,73437,M,Y,30000,6.25,0,2000,1000
Weipeng,McReynolds,M,971,315-3583,OAKRIDGE,OR,97463,S,Y,10000,9,159,0,159
Christophe,Sureson,F,812,206-5194,ROCKPORT,IN,47635,S,N,10000,3.4,1000,0,0
Huy,Chmeiss,F,207,360-3504,YORK HARBOR,ME,3911,S,N,80000,8.5,2850,0,0
Lorna,Goffman,M,507,676-1454,KILKENNY,MN,56052,S,Y,10000,5.35,3300,0,3300
Heonchul,Poigne,M,234,634-9709,DAYTON,OH,45415,M,N,15000,1.0439488,0,2600,0
Pino,Cornelio,F,208,310-8178,FERDINAND,ID,83526,M,Y,90000,7.8,0,6600,3300
Roselyn,Faulk,F,775,819-9197,HENDERSON,NV,89014,S,N,45000,0,0,0,0
Binh,Carpi,M,804,836-7855,CENTER CROSS,VA,22437,S,Y,40000,5.75,900,0,900
Stijn,Skuppin,M,401,220-5863,GREENVILLE,RI,2828,S,N,35000,0,0,0,0
Haina,Capri,F,802,172-6642,TOWNSHEND,VT,5353,S,Y,95000,4.8951945,3300,0,3300
Atsuo,Messina,F,307,172-9153,WRIGHT,WY,82732,S,Y,90000,0,0,0,0
IJsbrand,Piveteau,M,803,755-2400,NICHOLS,SC,29581,M,N,15000,7,0,6600,0
Mordechai,Panagopoulos,F,620,444-3954,GARFIELD,KS,67529,M,Y,80000,6.45,0,4500,2250
Roseli,Kaushal,M,308,587-5834,GRAND ISLAND,NE,68801,M,N,50000,6.84,0,206,0
Mihal,Wood,F,207,431-7295,SCARBOROUGH,ME,4070,M,Y,25000,8.5,0,5700,2850
Shinkyu,Yandle,F,903,924-8342,SAN ANTONIO,TX,78299,M,N,75000,0,0,0,0
Helene,Driscoll,M,402,646-9978,BROADWATER,NE,69125,M,N,80000,6.84,0,206,0
Renata,Ruohonen,M,712,338-8276,GREENVILLE,IA,51343,S,Y,50000,7.8829904,40,0,40
Takio,Girona,M,505,321-7480,SILVER CITY,NM,88062,M,N,5000,1.7,0,6600,0
Lalit,Glodjo,F,207,418-8792,LONG ISLAND,ME,4050,M,N,15000,6.9580293,0,5700,0
Yihua,Brost,F,832,201-7700,ORLA,TX,79770,M,Y,25000,0,0,0,0
Rakefet,Fraysse,F,253,548-9943,FEDERAL WAY,WA,98063,M,Y,20000,0,0,0,0
ChengFu,Meysembourg,M,401,238-5725,FOSTER,RI,2825,M,N,60000,0,0,0,0
Shangzhi,Batenin,F,281,988-2706,BYNUM,TX,76631,S,N,60000,0,0,0,0
Gudala,Plun,F,860,857-3288,OAKDALE,CT,6370,S,N,70000,5,12750,0,0
Surajit,Leherte,F,505,830-2901,ALBUQUERQUE,NM,87115,M,Y,20000,5.3,0,6600,3300
Srinidhi,Cools,M,479,880-6104,ROSSTON,AR,71858,M,N,65000,7,0,40,0
Francky,Bing,F,256,690-4109,OPELIKA,AL,36802,S,N,40000,5,1500,0,0
Xinxin,DeTurk,F,225,872-2051,BLANCHARD,LA,71009,S,Y,65000,6,4500,0,1000
Maribeth,Parmee,M,207,432-3871,STETSON,ME,4488,S,N,35000,8.5,2850,0,0
Jayanth,Rauma,M,435,739-6616,SALT LAKE CITY,UT,84165,S,N,25000,7,2475,0,0
Turner,Devlin,M,701,141-9217,BUCHANAN,ND,58420,S,N,5000,2.1,3300,0,0
Liangwei,Mittelstras,M,765,349-6705,KOLEEN,IN,47439,S,N,60000,3.4,1000,0,0
Cristinel,Ripplinger,F,814,322-9745,BESSEMER,PA,16112,M,N,55000,3.07,0,0,0
Sigfus,Deo,F,323,534-1457,PENRYN,CA,95663,M,N,100000,9.3,0,174,0
Herbert,Popa,M,202,175-6992,WASHINGTON,DC,20002,S,Y,75000,9,1370,0,1370
Yatsuka,Paragot,M,978,628-2817,DUXBURY,MA,2331,M,N,20000,5.3,0,7150,0
Changhwa,Weistroffer,M,507,220-1705,BROWNSVILLE,MN,55919,S,N,50000,6.9236393,3300,0,0
Birte,Nobel,M,970,536-6876,ELIZABETH,CO,80107,M,N,50000,4.63,0,0,0
Masamitsu,Kugelmass,F,504,136-5190,CLARKS,LA,71415,S,Y,35000,6,4500,0,1000
Borivoj,Stocker,F,971,317-5222,REDMOND,OR,97756,M,Y,40000,9,0,318,159
Pangfeng,Cummings,F,505,747-1111,CLEVELAND,NM,87715,S,Y,40000,5.3,3300,0,3300
Atushi,Ponceleon,F,307,725-2755,GUERNSEY,WY,82214,M,Y,70000,0,0,0,0
Seungmi,Rothwell,F,703,489-6656,ARLINGTON,VA,22217,M,N,20000,5.75,0,1800,0
Love,Chvatal,M,907,212-5104,TAKOTNA,AK,99675,S,N,80000,0,0,0,0
Henny,Linnell,F,828,291-8641,RALEIGH,NC,27602,M,N,95000,7.7255244,0,6600,0
Myla,McNaught,F,307,934-8717,HANNA,WY,82327,S,N,30000,0,0,0,0
Giorgos,Paterson,F,501,913-4174,MIDWAY,AR,72651,M,N,30000,7,0,40,0
Mahmut,Dinkhoff,M,304,980-7729,FRENCHTON,WV,26219,S,Y,40000,5.1000004,2000,0,2000
Lincoln,Kroll,F,248,776-7046,LELAND,MI,49654,S,N,10000,3.9,3100,0,0
Vinton,Ballin,M,757,271-6599,WITHAMS,VA,23488,M,N,95000,5.75,0,1800,0
Mary,Roure,F,505,376-8950,ROY,NM,87743,S,N,40000,5.3,3300,0,0
Senol,Hembry,M,713,489-9185,RHOME,TX,76078,M,Y,80000,0,0,0,0
Tarun,Yonezaki,M,601,288-2547,MCCOMB,MS,39649,S,N,20000,5,6000,0,0
Ling,Pennings,F,303,879-6033,CHAMA,CO,81126,S,N,45000,4.63,0,0,0
Stabislas,Murtafg,F,757,704-9978,RHOADESVILLE,VA,22542,M,Y,15000,5.214286,0,1800,900
Duong,Jesty,F,443,211-9840,CLEAR SPRING,MD,21722,S,Y,60000,4.75,2400,0,2400
Duri,Anido,M,302,750-2687,DOVER,DE,19901,S,N,50000,5.268182,110,0,0
Sape,Thistlewaite,F,334,814-8177,BIRMINGHAM,AL,35202,M,N,90000,5,0,3000,0
Ferran,Mozdzynski,F,574,651-6253,BRYANT,IN,47326,S,N,45000,3.4,1000,0,0
Ryosuke,Basawa,F,651,958-7804,BUTTERFIELD,MN,56120,M,N,65000,7.724066,0,6600,0
Shibin,Denna,F,785,734-4771,PARTRIDGE,KS,67566,S,N,5000,3.5,2250,0,0
Huaiqing,Heberlein,M,702,756-4985,ELKO,NV,89802,M,Y,5000,0,0,0,0
Houria,Tiskin,M,617,990-2563,ROCHESTER,MA,2770,S,N,60000,5.3,3575,0,0
Keizo,Choobineh,M,973,156-5521,LUMBERTON,NJ,8048,M,Y,30000,1.5577083,0,2000,1500
Ardaman,Bhal,M,630,357-8581,ARROWSMITH,IL,61722,M,Y,45000,3,0,4000,2000
Raschid,Eilenberg,F,308,182-5135,OMAHA,NE,68114,M,N,85000,6.84,0,206,0
Stina,Doushou,M,308,725-4742,LINCOLN,NE,68505,S,Y,65000,6.84,103,0,103
Xiaoqiang,Klimesch,M,713,792-9552,BEDIAS,TX,77831,M,Y,90000,0,0,0,0
Abimbola,Fucik,F,615,764-5668,NUNNELLY,TN,37137,M,N,75000,0,0,0,0
Renato,Millo,F,541,946-3443,KLAMATH FALLS,OR,97601,S,Y,10000,9,159,0,159
Kate,Stanion,M,316,403-4067,WELLINGTON,KS,67152,S,Y,80000,6.45,2250,0,2250
Nami,Callen,M,618,870-9678,CALHOUN,IL,62419,S,N,80000,3,2000,0,0
Jen,Wijk,M,302,270-9962,ELLENDALE,DE,19941,M,N,45000,4.927273,0,220,0
Zuotao,Geniet,M,828,430-1689,BESSEMER CITY,NC,28016,M,N,50000,6.7814684,0,6600,0
Lofti,Lomanto,F,864,522-8993,CHARLESTON,SC,29424,M,Y,65000,7,0,6600,3300
Cemal,DuCasse,F,703,251-7277,EASTVILLE,VA,23347,S,Y,70000,5.75,900,0,900
Wubin,Itajima,M,541,479-2847,IRRIGON,OR,97844,M,N,90000,9,0,318,0
Ivailo,Gran,F,307,173-7177,SMOOT,WY,83126,S,N,45000,0,0,0,0
Aniruddha,Ertl,M,580,253-1595,SHADY POINT,OK,74956,S,Y,90000,6.25,1000,0,1000
Llorenc,Zaumen,M,351,239-4973,PLYMOUTH,MA,2361,S,N,15000,5.3,3575,0,0
Narjes,Sancho,M,864,834-2936,JACKSONBORO,SC,29452,M,Y,60000,7,0,6600,3300
Hilding,Blumrich,F,870,156-2469,SALEM,AR,72576,M,Y,75000,7,0,40,20
Jem,Klingspor,M,775,280-4029,MINDEN,NV,89423,M,Y,35000,0,0,0,0
Shuji,Deffuant,F,920,303-3900,APPLETON,WI,54915,M,N,20000,4.7939067,0,1400,0
Hazim,Eliens,M,563,752-8126,LUTHER,IA,50152,M,Y,50000,7.8829904,0,80,40
Vijayan,Takeoka,M,304,960-8221,CHARLESTON,WV,25322,S,N,40000,5.1000004,2000,0,0
Saku,Redd,F,203,559-4879,WEST HARTFORD,CT,6107,S,N,75000,5,12750,0,0
Anh,Brightwell,M,641,491-5266,IOWA CITY,IA,52245,S,N,20000,3.2516527,40,0,0
Charmane,Embury,F,808,230-9581,PAIA,HI,96779,S,Y,80000,8.25,1040,0,1040
Shinobu,Nuseibeh,M,802,696-4374,WEST CHARLESTON,VT,5872,M,N,55000,4.099376,0,6600,0
Pankaj,Grabow,M,701,423-8113,HAMPDEN,ND,58338,S,N,75000,2.6251287,3300,0,0
Jana,Manthey,M,504,372-5383,NEW ORLEANS,LA,70127,M,N,35000,6,0,9000,0
Arantza,Renshaw,F,304,724-9882,LYBURN,WV,25632,M,Y,35000,4.75,0,4000,2000
Gurbir,Urbano,M,843,120-8251,RICHBURG,SC,29729,M,Y,30000,7,0,6600,3300
Ashoka,Dratva,F,801,979-4438,SALT LAKE CITY,UT,84124,M,Y,40000,7,0,4950,2475
Sadeph,Yntema,M,304,312-3067,MAYSEL,WV,25133,M,Y,10000,3,0,4000,2000
Rowena,McGranaghan,M,401,708-5108,BRADFORD,RI,2808,S,Y,30000,0,0,0,0
Kyle,Tsiligaridis,M,501,610-5619,RISON,AR,71665,M,Y,85000,7,0,40,20
Leysia,Kossowski,M,603,259-4321,WILMOT,NH,3287,M,Y,25000,0,0,0,0
Zahidul,Czap,M,912,932-3339,ATLANTA,GA,30375,S,N,65000,6,2700,0,0
Luiza,Daszczuk,F,720,482-5629,LAZEAR,CO,81420,S,Y,55000,4.63,0,0,0
Henner,Ruthven,F,773,931-8680,EAST SAINT LOUIS,IL,62204,S,Y,95000,3,2000,0,2000
Lily,Luther,M,808,644-3404,NAALEHU,HI,96772,M,Y,65000,8.25,0,2080,1040
Claes,Hedger,M,304,973-3773,KINGWOOD,WV,26537,S,Y,95000,6.5,2000,0,2000
Yasuyoshi,Kinley,M,339,262-9792,NANTUCKET,MA,2554,S,N,30000,5.3,3575,0,0
Kyunghee,Yijun,F,808,164-1314,HONOLULU,HI,96819,M,Y,30000,6.447368,0,2080,1040
Dann,Schank,M,630,545-4449,SCHAUMBURG,IL,60159,S,N,10000,3,2000,0,0
Aitao,Reinhard,M,919,962-6616,CHARLOTTE,NC,28220,S,N,40000,6.571678,3300,0,0
Gitta,Cacciabue,F,701,233-9920,STIRUM,ND,58069,M,N,90000,2.7990127,0,6600,0
Puneet,Kaka,F,504,921-1278,BATON ROUGE,LA,70802,S,Y,100000,6,4500,0,1000
Burkhart,Vignes,F,603,760-3363,TROY,NH,3465,S,N,80000,0,0,0,0
Yifei,Kahl,M,208,645-6031,DINGLE,ID,83233,M,Y,70000,7.8,0,6600,3300
Karthick,Prunet,M,402,581-5264,PARKS,NE,69041,M,Y,95000,6.84,0,206,103
Gada,Ebanks,F,505,117-7749,ALBUQUERQUE,NM,87185,S,Y,55000,5.3,3300,0,3300
Peggy,Moustafa,M,225,497-6327,SHREVEPORT,LA,71162,S,Y,100000,6,4500,0,1000
Rance,Becraft,M,406,400-7102,HELENA,MT,59626,S,N,75000,6.9,1900,0,0
Munehiro,Semmens,F,816,208-5732,BEAUFORT,MO,63013,M,Y,70000,6,0,4200,1200
Shibin,Raufmann,F,256,938-3039,SYLACAUGA,AL,35151,M,Y,60000,5,0,3000,300
Hazim,Vygen,M,808,140-2740,HONOLULU,HI,96815,M,Y,45000,8.25,0,2080,1040
Lasse,Crubille,M,435,376-8918,AXTELL,UT,84621,M,N,30000,7,0,4950,0
Arlene,Syed,M,401,486-9458,PRUDENCE ISLAND,RI,2872,S,N,50000,0,0,0,0
Shri,Nagasaki,F,435,323-6737,SALT LAKE CITY,UT,84111,M,Y,80000,7,0,4950,2475
Dentcho,Stancampiano,F,251,323-3878,CUSSETA,AL,36852,M,Y,40000,5,0,3000,300
Takaaki,Treble,F,769,252-1376,GREENVILLE,MS,38701,M,Y,5000,3,0,12000,1500
Hiroaki,Botten,M,251,649-6540,BIRMINGHAM,AL,35221,S,Y,55000,5,1500,0,300
Pintsang,Chauche,F,417,642-6699,CHERRYVILLE,MO,65446,M,Y,30000,6,0,4200,1200
Tarek,Lanzelotte,F,276,861-3696,CHARLOTTESVILLE,VA,22908,M,N,45000,5.75,0,1800,0
Noel,Mauskar,M,907,412-6864,ALEKNAGIK,AK,99555,M,Y,80000,0,0,0,0
Ingbert,Pelecq,M,503,261-2167,KLAMATH FALLS,OR,97602,M,Y,30000,9,0,318,159
Arupratan,Lorho,M,417,594-6665,SAINT LOUIS,MO,63160,M,N,10000,6,0,4200,0
Meilir,Brutlag,F,970,180-1425,LITTLETON,CO,80122,M,Y,35000,4.63,0,0,0
Vannevar,Lalanne,F,719,644-4172,LYONS,CO,80540,M,Y,70000,4.63,0,0,0
Heekyoung,Hallam,F,401,526-4302,FISKEVILLE,RI,2823,M,Y,5000,0,0,0,0
Swapna,Balluchi,F,307,944-4766,FE WARREN AFB,WY,82005,S,N,90000,0,0,0,0
Cedric,O'Reagan,M,410,712-6906,BALTIMORE,MD,21235,M,Y,100000,4.75,0,4800,2400
Seizaburo,Tardiff,M,860,286-9584,STRATFORD,CT,6614,S,N,30000,5,12750,0,0
Kristy,Iturrioz,F,203,785-7290,WATERBURY,CT,6702,M,Y,55000,5,0,24500,0
Moonwook,Benoit,M,209,424-2916,LOS ANGELES,CA,90017,S,N,25000,5.410157,87,0,0
Dang,Asser,F,939,458-9685,SAN JUAN,PR,922,S,Y,75000,0,0,0,0
Tomomasa,Newton,F,801,385-6594,SANDY,UT,84090,S,Y,95000,7,2475,0,2475
Declan,Thambidurai,M,603,786-7108,AMHERST,NH,3031,M,N,40000,0,0,0,0
Riqiang,Senzako,M,830,382-8665,TENNESSEE COLONY,TX,75884,S,Y,95000,0,0,0,0
Aahok,Nerjes,M,860,224-7261,ANDOVER,CT,6232,M,Y,60000,5,0,24500,0
Shuling,Jurik,F,423,695-9546,FRUITVALE,TN,38336,S,N,10000,0,0,0,0
Zhixi,Purdy,M,402,875-3642,ROCA,NE,68430,M,Y,90000,6.84,0,206,103
Fahiem,Kruskal,F,830,662-1586,LACKLAND A F B,TX,78236,S,Y,95000,0,0,0,0
Dusanka,Ellozy,M,406,825-7727,SCOBEY,MT,59263,M,N,55000,6.9,0,3800,0
Hrant,Katona,F,518,106-8186,WAWARSING,NY,12489,S,N,25000,4.0984755,0,0,0
Yiwen,Brinkschulte,F,808,363-6905,HONOLULU,HI,96810,M,N,20000,4.644737,0,2080,0
Tomohito,Pinker,M,334,468-6701,PANOLA,AL,35477,M,N,90000,5,0,3000,0
Remy,Spielman,M,316,591-7027,ROCK,KS,67131,S,N,30000,6.45,2250,0,0
Nadjiba,Lucia,M,208,112-7035,BOISE,ID,83716,S,N,45000,7.8,3300,0,0
Miyoki,Arentze,F,947,594-5303,SEBEWAING,MI,48759,M,N,40000,3.9,0,6200,0
Mayuko,Vongsathorn,M,815,619-2386,MARTINTON,IL,60951,M,N,30000,3,0,4000,0
Emily,Rehn,F,719,198-8841,GUNNISON,CO,81247,S,Y,5000,4.63,0,0,0
Badrul,Leonetti,M,307,803-5164,STORY,WY,82842,S,N,60000,0,0,0,0
Iwen,Vecchi,M,202,149-4531,WASHINGTON,DC,20062,M,Y,10000,4.5,0,2740,1370
Olle,Koschel,F,307,952-3514,CASPER,WY,82601,S,N,65000,0,0,0,0
Thiagarajan,Emmerich,F,316,543-3444,ROCK,KS,67131,S,N,45000,6.45,2250,0,0
Motoyasu,Benveniste,F,304,356-3342,HARPERS FERRY,WV,25425,M,Y,60000,6.5,0,4000,2000
Pham,Birsak,F,208,507-1563,PECK,ID,83545,S,Y,100000,7.8,3300,0,3300
Eiichiro,Roizen,F,334,185-3770,GARDEN CITY,AL,35070,S,N,85000,5,1500,0,0
Annika,Samaria,M,469,920-9359,SAN ANTONIO,TX,78264,S,Y,35000,0,0,0,0
Qing,Biagini,M,701,726-8444,MAIDA,ND,58255,S,N,90000,2.7990127,3300,0,0
Kumiko,Estier,M,551,412-6555,BELMAR,NJ,7715,S,N,75000,2.267396,1000,0,0
Genta,Lebrave,M,757,357-2988,ROANOKE,VA,24009,S,Y,65000,5.75,900,0,900
Gregor,Zabel,M,417,900-8028,BRECKENRIDGE,MO,64625,S,Y,75000,6,2100,0,1200
Lubor,Evett,M,260,413-8431,TEFFT,IN,46380,M,N,35000,3.4,0,2000,0
Zhenbing,Simha,F,706,959-7664,ATLANTA,GA,30328,M,Y,100000,6,0,5400,3000
Yehia,Christianson,F,571,252-3367,ROANOKE,VA,24045,M,Y,60000,5.75,0,1800,900
Anca,Ruhleder,F,302,891-9161,LEWES,DE,19958,M,Y,90000,5.95,0,220,110
Cevdet,Therber,M,734,490-3448,HARBERT,MI,49115,M,Y,45000,3.9,0,6200,3100
Sahibsingh,Gluchowski,F,907,212-7975,NOME,AK,99762,M,Y,95000,0,0,0,0
Mihalis,English,F,202,919-9577,WASHINGTON,DC,20081,S,Y,80000,9,1370,0,1370
Hyungill,Wroclawski,M,803,609-3882,SUMTER,SC,29153,M,Y,45000,7,0,6600,3300
Gretchen,Zrehen,M,406,592-4838,BROCKWAY,MT,59214,M,N,10000,4.916379,0,3800,0
Hachidai,Ovrutcki,M,703,622-2584,CARRSVILLE,VA,23315,S,Y,60000,5.75,900,0,900
Rikard,Shemesh,F,406,274-4994,SUMATRA,MT,59083,M,Y,55000,6.9,0,3800,1900
Robb,Cusworth,F,623,603-2963,NOGALES,AZ,85662,M,Y,35000,3.2575,0,4200,2300
Anuchit,Habib,M,732,981-4869,DOVER,NJ,7801,M,Y,70000,2.1885417,0,2000,1500
Yasushi,Ancourt,M,860,965-4074,SALISBURY,CT,6068,M,N,100000,5,0,24500,0
Quang,Zador,M,307,810-9456,MEDICINE BOW,WY,82329,S,Y,90000,0,0,0,0
Etsuya,Sreerama,M,715,215-2567,FONTANA,WI,53125,M,N,50000,5.3151608,0,1400,0
Giorgio,Weischedel,M,406,793-2909,FLORENCE,MT,59833,S,N,90000,6.9,1900,0,0
Guhan,Raghavendra,M,207,773-9513,CROUSEVILLE,ME,4738,M,Y,50000,8.5,0,5700,2850
Raghavan,Vetland,F,479,922-4776,DERMOTT,AR,71638,S,Y,50000,7,20,0,20
Bernold,Thallinger,M,908,487-3940,SOMERSET,NJ,8873,S,Y,35000,1.6365625,1000,0,1500
Knuth,Toledo,F,501,775-3251,OZONE,AR,72854,M,N,70000,7,0,40,0
